Модель,Год,Город,Поколение,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Привод,Руль,Цвет,Растаможен в Казахстане,Опции,Состояние,Цена
ВАЗ (Lada) Granta 2190,2014,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),260 000 км,Механика,Передний привод,Слева,белый металлик,Да,"литые диски, тонировка, ветровики, дневные ходовые огни, противотуманки, велюр, аудиосистема, bluetooth, MP3, USB, ГУР, ABS, сигнализация, автозапуск, центрозамок, кондиционер, навигационная система, камера заднего вида, налог уплачен, техосмотр пройден, вложений не требует",б/у,2200000
ВАЗ (Lada) Granta 2190,2012,Караганда,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,"велюр, кондиционер",б/у,2200000
ВАЗ (Lada) Granta 2190,2014,Усть-Каменогорск,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Автомат,Передний привод,Слева,черный,Да,,б/у,2500000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),297 699 км,Механика,Передний привод,Слева,серый,Да,,б/у,1490000
ВАЗ (Lada) Granta 2190,2014,Атырау,2011 - 2018 1 поколение,Седан,1.6 (бензин),200 км,Механика,Передний привод,Слева,коричневый металлик,Да,"литые диски, панорамная крыша, обвес, багажник, ксенон, линзованная оптика, противотуманки, велюр, комбинированный, аудиосистема, CD, CD-чейнджер, DVD-чейнджер, ГУР, спортивный режим, сигнализация, бесключевой доступ, мультируль, кондиционер, свежепригнан, техосмотр пройден",б/у,2900000
ВАЗ (Lada) Granta 2190,2020,Арысь,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),53 000 км,Автомат,Передний привод,Слева,синий,Да,"литые диски, тонировка, дневные ходовые огни, корректор фар, обогрев зеркал, комбинированный, аудиосистема, bluetooth, MP3, USB, ABS, сигнализация, центрозамок, климат-контроль, круиз-контроль, бортовой компьютер, подогрев сидений, налог уплачен, вложений не требует",б/у,5390000
ВАЗ (Lada) Granta 2190,2014,Шымкент,2011 - 2018 1 поколение,Седан,1.6 (бензин),320 000 км,Механика,Передний привод,Слева,серебристый металлик,Да,"литые диски, тонировка, ксенон, хрустальная оптика, линзованная оптика, дневные ходовые огни, противотуманки, велюр, аудиосистема, встроенный телефон, bluetooth, CD, MP3, USB, ГУР, SRS, камера заднего вида, датчик света",б/у,1800000
ВАЗ (Lada) Granta 2190,2013,Уральск,2011 - 2018 1 поколение,Седан,1.6 (бензин),190 000 км,Автомат,Передний привод,Слева,черный,Да,"ГУР, ABS, кондиционер, вложений не требует",б/у,3200000
ВАЗ (Lada) Granta 2190,2013,Актау,2011 - 2018 1 поколение,Седан,1.6 (бензин),83 000 км,Механика,Передний привод,Слева,серебристый металлик,Да,"тонировка, биксенон, дневные ходовые огни, противотуманки, велюр, алькантара, шторки, аудиосистема, встроенный телефон, bluetooth, MP3, сабвуфер, ГУР, ABS, сигнализация, автозапуск, центрозамок, бортовой компьютер, кондиционер, налог уплачен, техосмотр пройден, вложений не требует",б/у,3500000
ВАЗ (Lada) Granta 2190,2013,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,,Да,,б/у,1900000
ВАЗ (Lada) Granta 2190,2020,Астана,2018 - н.в. 1 поколение рестайлинг,Седан,1.6 (бензин),96 012 км,Автомат,Передний привод,Слева,белый,Да,"литые диски, тонировка, ветровики, рейлинги, ксенон, велюр, аудиосистема, CD, MP3, USB, ГУР, ABS, сигнализация, кондиционер",б/у,4290000
ВАЗ (Lada) Granta 2190,2014,Тараз,2011 - 2018 1 поколение,Седан,1.6 (бензин),140 000 км,Механика,Передний привод,Слева,белый,Да,,б/у,2300000
ВАЗ (Lada) Granta 2190,2012,Астана,2011 - 2018 1 поколение,Седан,1.6 (бензин),,Механика,Передний привод,Слева,белый,Да,"встроенный телефон, ГУР, сигнализация, автозапуск, камера заднего вида",б/у,2300000
